,$/kWh,,,OPR_DT,OPR_HR
4552,0.02907553,,,7/8/2020,17
4553,0.02786532,,,7/8/2020,18
4554,0.03474581,,,7/8/2020,19
4555,0.05457803,,,7/8/2020,20
4556,0.04217973,,,7/8/2020,21
4557,0.03439044,,,7/8/2020,22
4558,0.0268603,,,7/8/2020,23
4559,0.02387171,,,7/8/2020,24
4560,0.02188461,,,7/9/2020,1
4561,0.02285973,,,7/9/2020,2
4562,0.02124597,,,7/9/2020,3
4563,0.02027817,,,7/9/2020,4
4564,0.02140101,,,7/9/2020,5
4565,0.02359936,,,7/9/2020,6
4566,0.02519922,,,7/9/2020,7
4567,0.01852714,,,7/9/2020,8
4568,0.01490502,,,7/9/2020,9
4569,0.01731344,,,7/9/2020,10
4570,0.0188676,,,7/9/2020,11
4571,0.02186909,,,7/9/2020,12
4572,0.02764945,,,7/9/2020,13
4573,0.02809424,,,7/9/2020,14
4574,0.03131384,,,7/9/2020,15
4575,0.0304586,,,7/9/2020,16
4576,0.03225613,,,7/9/2020,17
4577,0.03454443,,,7/9/2020,18
4578,0.04321172,,,7/9/2020,19
4579,0.06595285,,,7/9/2020,20
4580,0.0451034,,,7/9/2020,21
4581,0.03613742,,,7/9/2020,22
4582,0.02891896,,,7/9/2020,23
4583,0.02490256,,,7/9/2020,24
4584,0.02335538,,,7/10/2020,1
4585,0.02359114,,,7/10/2020,2
4586,0.02087049,,,7/10/2020,3
4587,0.02050136,,,7/10/2020,4
4588,0.0226339,,,7/10/2020,5
4589,0.02383626,,,7/10/2020,6
4590,0.02824147,,,7/10/2020,7
4591,0.02170613,,,7/10/2020,8
4592,0.01881423,,,7/10/2020,9
4593,0.02025259,,,7/10/2020,10
4594,0.02210754,,,7/10/2020,11
4595,0.02516104,,,7/10/2020,12
4596,0.02828383,,,7/10/2020,13
4597,0.03138943,,,7/10/2020,14
4598,0.03217457,,,7/10/2020,15
4599,0.0363705,,,7/10/2020,16
4600,0.03475744,,,7/10/2020,17
4601,0.04021373,,,7/10/2020,18
4602,0.05286115,,,7/10/2020,19
4603,0.07824157,,,7/10/2020,20
4604,0.04913664,,,7/10/2020,21
4605,0.04058237,,,7/10/2020,22
4606,0.03245874,,,7/10/2020,23
4607,0.02941588,,,7/10/2020,24
4608,0.02528343,,,7/11/2020,1
4609,0.02496086,,,7/11/2020,2
4610,0.02471177,,,7/11/2020,3
4611,0.02380281,,,7/11/2020,4
4612,0.02323663,,,7/11/2020,5
4613,0.02371814,,,7/11/2020,6
4614,0.02458051,,,7/11/2020,7
4615,0.01757935,,,7/11/2020,8
4616,0.01390567,,,7/11/2020,9
4617,0.01718761,,,7/11/2020,10
4618,0.02045165,,,7/11/2020,11
4619,0.02509856,,,7/11/2020,12
4620,0.02700188,,,7/11/2020,13
4621,0.02915661,,,7/11/2020,14
4622,0.02995817,,,7/11/2020,15
4623,0.03199202,,,7/11/2020,16
4624,0.03208896,,,7/11/2020,17
4625,0.03707346,,,7/11/2020,18
4626,0.05049385,,,7/11/2020,19
4627,0.07331527,,,7/11/2020,20
4628,0.05396179,,,7/11/2020,21
4629,0.03994804,,,7/11/2020,22
4630,0.03080741,,,7/11/2020,23
4631,0.0272925,,,7/11/2020,24
4632,0.02446741,,,7/12/2020,1
4633,0.02449759,,,7/12/2020,2
4634,0.02353143,,,7/12/2020,3
4635,0.02239466,,,7/12/2020,4
4636,0.02320189,,,7/12/2020,5
4637,0.0229027,,,7/12/2020,6
4638,0.02048836,,,7/12/2020,7
4639,0.00831442,,,7/12/2020,8
4640,0.00664285,,,7/12/2020,9
4641,0.01201476,,,7/12/2020,10
4642,0.01688615,,,7/12/2020,11
4643,0.02261501,,,7/12/2020,12
4644,0.02610751,,,7/12/2020,13
4645,0.02852468,,,7/12/2020,14
4646,0.02919988,,,7/12/2020,15
4647,0.03102419,,,7/12/2020,16
4648,0.03376155,,,7/12/2020,17
4649,0.04280708,,,7/12/2020,18
4650,0.05613516,,,7/12/2020,19
4651,0.0811237,,,7/12/2020,20
4652,0.05274105,,,7/12/2020,21
4653,0.03915453,,,7/12/2020,22
4654,0.03232728,,,7/12/2020,23
4655,0.02887026,,,7/12/2020,24
4656,0.02528779,,,7/13/2020,1
4657,0.02421421,,,7/13/2020,2
4658,0.02243161,,,7/13/2020,3
4659,0.02077492,,,7/13/2020,4
4660,0.02243261,,,7/13/2020,5
4661,0.02359457,,,7/13/2020,6
4662,0.02463754,,,7/13/2020,7
4663,0.01953874,,,7/13/2020,8
4664,0.01769867,,,7/13/2020,9
4665,0.01830437,,,7/13/2020,10
4666,0.02068875,,,7/13/2020,11
4667,0.02407925,,,7/13/2020,12
4668,0.02816525,,,7/13/2020,13
4669,0.02760234,,,7/13/2020,14
4670,0.02805752,,,7/13/2020,15
4671,0.03170591,,,7/13/2020,16
4672,0.03354841,,,7/13/2020,17
4673,0.03815359,,,7/13/2020,18
4674,0.05240809,,,7/13/2020,19
4675,0.07728716,,,7/13/2020,20
4676,0.05175275,,,7/13/2020,21
4677,0.03949524,,,7/13/2020,22
4678,0.029767,,,7/13/2020,23
4679,0.02782699,,,7/13/2020,24
4680,0.0254695,,,7/14/2020,1
4681,0.02602394,,,7/14/2020,2
4682,0.02467269,,,7/14/2020,3
4683,0.02393348,,,7/14/2020,4
4684,0.02401131,,,7/14/2020,5
4685,0.02574801,,,7/14/2020,6
4686,0.02736562,,,7/14/2020,7
4687,0.02233222,,,7/14/2020,8
4688,0.01774083,,,7/14/2020,9
4689,0.01778884,,,7/14/2020,10
4690,0.01965369,,,7/14/2020,11
4691,0.02195463,,,7/14/2020,12
4692,0.02479588,,,7/14/2020,13
4693,0.02636572,,,7/14/2020,14
4694,0.02830887,,,7/14/2020,15
4695,0.02951435,,,7/14/2020,16
4696,0.03346628,,,7/14/2020,17
4697,0.03526324,,,7/14/2020,18
4698,0.04650307,,,7/14/2020,19
4699,0.07114309,,,7/14/2020,20
4700,0.04813516,,,7/14/2020,21
4701,0.03690238,,,7/14/2020,22
4702,0.0287796,,,7/14/2020,23
4703,0.02679959,,,7/14/2020,24
4704,0.02311932,,,7/15/2020,1
4705,0.02271824,,,7/15/2020,2
4706,0.02215714,,,7/15/2020,3
4707,0.02179608,,,7/15/2020,4
4708,0.02246372,,,7/15/2020,5
4709,0.02405273,,,7/15/2020,6
4710,0.02601066,,,7/15/2020,7
4711,0.01946758,,,7/15/2020,8
4712,0.01559246,,,7/15/2020,9
4713,0.0161758,,,7/15/2020,10
4714,0.01751064,,,7/15/2020,11
4715,0.01992988,,,7/15/2020,12
4716,0.02437711,,,7/15/2020,13
4717,0.02604484,,,7/15/2020,14
4718,0.02726192,,,7/15/2020,15
4719,0.02839888,,,7/15/2020,16
4720,0.03139819,,,7/15/2020,17
4721,0.0356745,,,7/15/2020,18
4722,0.04530697,,,7/15/2020,19
4723,0.06773835,,,7/15/2020,20
4724,0.04452969,,,7/15/2020,21
4725,0.03315019,,,7/15/2020,22
4726,0.02845754,,,7/15/2020,23
4727,0.02520158,,,7/15/2020,24
4728,0.02355107,,,7/16/2020,1
4729,0.02259251,,,7/16/2020,2
4730,0.02036984,,,7/16/2020,3
4731,0.02016615,,,7/16/2020,4
4732,0.02126052,,,7/16/2020,5
4733,0.02306795,,,7/16/2020,6
4734,0.02472047,,,7/16/2020,7
4735,0.01964051,,,7/16/2020,8
4736,0.01389841,,,7/16/2020,9
4737,0.0146626,,,7/16/2020,10
4738,0.01626397,,,7/16/2020,11
4739,0.01821569,,,7/16/2020,12
4740,0.02125257,,,7/16/2020,13
4741,0.02369684,,,7/16/2020,14
4742,0.02626151,,,7/16/2020,15
4743,0.02756484,,,7/16/2020,16
4744,0.0304443,,,7/16/2020,17
4745,0.03371841,,,7/16/2020,18
4746,0.04399863,,,7/16/2020,19
4747,0.05898585,,,7/16/2020,20
4748,0.04250501,,,7/16/2020,21
4749,0.03209597,,,7/16/2020,22
4750,0.02708104,,,7/16/2020,23
4751,0.02347011,,,7/16/2020,24
4752,0.02186824,,,7/17/2020,1
4753,0.02261707,,,7/17/2020,2
4754,0.02045036,,,7/17/2020,3
4755,0.0200995,,,7/17/2020,4
4756,0.02137617,,,7/17/2020,5
4757,0.0244126,,,7/17/2020,6
4758,0.02612233,,,7/17/2020,7
4759,0.02142429,,,7/17/2020,8
4760,0.0143106,,,7/17/2020,9
4761,0.01473213,,,7/17/2020,10
4762,0.0159387,,,7/17/2020,11
4763,0.01848918,,,7/17/2020,12
4764,0.02219955,,,7/17/2020,13
4765,0.02363132,,,7/17/2020,14
4766,0.02594413,,,7/17/2020,15
4767,0.02644586,,,7/17/2020,16
4768,0.02657169,,,7/17/2020,17
4769,0.03044871,,,7/17/2020,18
4770,0.03656989,,,7/17/2020,19
4771,0.0487042,,,7/17/2020,20
4772,0.0399322,,,7/17/2020,21
4773,0.02991777,,,7/17/2020,22
4774,0.02549967,,,7/17/2020,23
4775,0.0236411,,,7/17/2020,24
4776,0.02188775,,,7/18/2020,1
4777,0.0227486,,,7/18/2020,2
4778,0.02231212,,,7/18/2020,3
4779,0.02216765,,,7/18/2020,4
4780,0.02218169,,,7/18/2020,5
4781,0.02214271,,,7/18/2020,6
4782,0.02257293,,,7/18/2020,7
4783,0.01512778,,,7/18/2020,8
4784,0.00978733,,,7/18/2020,9
4785,0.01146498,,,7/18/2020,10
4786,0.01297204,,,7/18/2020,11
4787,0.01525818,,,7/18/2020,12
4788,0.02060171,,,7/18/2020,13
4789,0.02207832,,,7/18/2020,14
4790,0.02576256,,,7/18/2020,15
4791,0.02645349,,,7/18/2020,16
4792,0.02611378,,,7/18/2020,17
4793,0.03027741,,,7/18/2020,18
4794,0.04056808,,,7/18/2020,19
4795,0.06019091,,,7/18/2020,20
4796,0.03747542,,,7/18/2020,21
4797,0.02872502,,,7/18/2020,22
4798,0.02455984,,,7/18/2020,23
4799,0.02289142,,,7/18/2020,24
4800,0.02374468,,,7/19/2020,1
4801,0.02383907,,,7/19/2020,2
4802,0.02329709,,,7/19/2020,3
4803,0.0226183,,,7/19/2020,4
4804,0.02347683,,,7/19/2020,5
4805,0.02379882,,,7/19/2020,6
4806,0.02233526,,,7/19/2020,7
4807,0.01053912,,,7/19/2020,8
4808,0.00574329,,,7/19/2020,9
4809,0.00863055,,,7/19/2020,10
4810,0.01202816,,,7/19/2020,11
4811,0.0149623,,,7/19/2020,12
4812,0.02002212,,,7/19/2020,13
4813,0.02326366,,,7/19/2020,14
4814,0.02370572,,,7/19/2020,15
4815,0.02518226,,,7/19/2020,16
4816,0.02656764,,,7/19/2020,17
4817,0.02842776,,,7/19/2020,18
4818,0.03881243,,,7/19/2020,19
4819,0.059718,,,7/19/2020,20
4820,0.03832564,,,7/19/2020,21
4821,0.03186993,,,7/19/2020,22
4822,0.02581354,,,7/19/2020,23
4823,0.0234592,,,7/19/2020,24
4824,0.02239018,,,7/20/2020,1
4825,0.02095778,,,7/20/2020,2
4826,0.02005081,,,7/20/2020,3
4827,0.01972929,,,7/20/2020,4
4828,0.02051617,,,7/20/2020,5
4829,0.02238287,,,7/20/2020,6
4830,0.02449652,,,7/20/2020,7
4831,0.01976473,,,7/20/2020,8
4832,0.01485805,,,7/20/2020,9
4833,0.01456402,,,7/20/2020,10
4834,0.01847881,,,7/20/2020,11
4835,0.0204287,,,7/20/2020,12
4836,0.02510677,,,7/20/2020,13
4837,0.02507743,,,7/20/2020,14
4838,0.02726404,,,7/20/2020,15
4839,0.02761205,,,7/20/2020,16
4840,0.02999269,,,7/20/2020,17
4841,0.03381052,,,7/20/2020,18
4842,0.04381569,,,7/20/2020,19
4843,0.06801701,,,7/20/2020,20
4844,0.04300109,,,7/20/2020,21
4845,0.03434229,,,7/20/2020,22
4846,0.02714807,,,7/20/2020,23
4847,0.02473477,,,7/20/2020,24
4848,0.02148963,,,7/21/2020,1
4849,0.0203653,,,7/21/2020,2
4850,0.02036163,,,7/21/2020,3
4851,0.02027874,,,7/21/2020,4
4852,0.02084344,,,7/21/2020,5
4853,0.02210436,,,7/21/2020,6
4854,0.02591049,,,7/21/2020,7
4855,0.02002168,,,7/21/2020,8
4856,0.01676477,,,7/21/2020,9
4857,0.01829528,,,7/21/2020,10
4858,0.01963767,,,7/21/2020,11
4859,0.02204588,,,7/21/2020,12
4860,0.02527001,,,7/21/2020,13
4861,0.02511773,,,7/21/2020,14
4862,0.02583627,,,7/21/2020,15
4863,0.02675987,,,7/21/2020,16
4864,0.03002543,,,7/21/2020,17
4865,0.0346418,,,7/21/2020,18
4866,0.04348415,,,7/21/2020,19
4867,0.06453391,,,7/21/2020,20
4868,0.04105289,,,7/21/2020,21
4869,0.03373902,,,7/21/2020,22
4870,0.02721061,,,7/21/2020,23
4871,0.02427159,,,7/21/2020,24
4872,0.02381018,,,7/22/2020,1
4873,0.02312442,,,7/22/2020,2
4874,0.02218476,,,7/22/2020,3
4875,0.02140477,,,7/22/2020,4
4876,0.02238096,,,7/22/2020,5
4877,0.02505432,,,7/22/2020,6
4878,0.02752896,,,7/22/2020,7
4879,0.02219441,,,7/22/2020,8
4880,0.01793034,,,7/22/2020,9
4881,0.01724162,,,7/22/2020,10
4882,0.01806197,,,7/22/2020,11
4883,0.01799802,,,7/22/2020,12
4884,0.01957905,,,7/22/2020,13
4885,0.0213722,,,7/22/2020,14
4886,0.02324127,,,7/22/2020,15
4887,0.02336124,,,7/22/2020,16
4888,0.02643981,,,7/22/2020,17
4889,0.02627272,,,7/22/2020,18
4890,0.03527132,,,7/22/2020,19
4891,0.04916589,,,7/22/2020,20
4892,0.03721166,,,7/22/2020,21
4893,0.03206193,,,7/22/2020,22
4894,0.02537894,,,7/22/2020,23
4895,0.0236437,,,7/22/2020,24
4896,0.02168785,,,7/23/2020,1
4897,0.02189524,,,7/23/2020,2
4898,0.02118912,,,7/23/2020,3
4899,0.02122582,,,7/23/2020,4
4900,0.02213394,,,7/23/2020,5
4901,0.02518963,,,7/23/2020,6
4902,0.02836105,,,7/23/2020,7
4903,0.02116648,,,7/23/2020,8
4904,0.01692118,,,7/23/2020,9
4905,0.01551624,,,7/23/2020,10
4906,0.01636304,,,7/23/2020,11
4907,0.0169805,,,7/23/2020,12
4908,0.01808921,,,7/23/2020,13
4909,0.02107818,,,7/23/2020,14
4910,0.02177249,,,7/23/2020,15
4911,0.02434363,,,7/23/2020,16
4912,0.02560069,,,7/23/2020,17
4913,0.02589487,,,7/23/2020,18
4914,0.03322298,,,7/23/2020,19
4915,0.04522503,,,7/23/2020,20
4916,0.03601497,,,7/23/2020,21
4917,0.03190403,,,7/23/2020,22
4918,0.0251736,,,7/23/2020,23
4919,0.02277752,,,7/23/2020,24
4920,0.02200116,,,7/24/2020,1
4921,0.02175449,,,7/24/2020,2
4922,0.02131337,,,7/24/2020,3
4923,0.02102225,,,7/24/2020,4
4924,0.02231223,,,7/24/2020,5
4925,0.02585203,,,7/24/2020,6
4926,0.02812952,,,7/24/2020,7
4927,0.02067035,,,7/24/2020,8
4928,0.0156303,,,7/24/2020,9
4929,0.01508482,,,7/24/2020,10
4930,0.01585346,,,7/24/2020,11
4931,0.01697803,,,7/24/2020,12
4932,0.01683504,,,7/24/2020,13
4933,0.02001447,,,7/24/2020,14
4934,0.02088619,,,7/24/2020,15
4935,0.02251775,,,7/24/2020,16
4936,0.02513394,,,7/24/2020,17
4937,0.0255973,,,7/24/2020,18
4938,0.03216553,,,7/24/2020,19
4939,0.04327786,,,7/24/2020,20
4940,0.03554773,,,7/24/2020,21
4941,0.03004597,,,7/24/2020,22
4942,0.0247777,,,7/24/2020,23
4943,0.022645,,,7/24/2020,24
4944,0.02292022,,,7/25/2020,1
4945,0.02296632,,,7/25/2020,2
4946,0.02220406,,,7/25/2020,3
4947,0.02187714,,,7/25/2020,4
4948,0.02204912,,,7/25/2020,5
4949,0.02290772,,,7/25/2020,6
4950,0.02488599,,,7/25/2020,7
4951,0.01542349,,,7/25/2020,8
4952,0.00976744,,,7/25/2020,9
4953,0.01000943,,,7/25/2020,10
4954,0.01179513,,,7/25/2020,11
4955,0.01336691,,,7/25/2020,12
4956,0.01787265,,,7/25/2020,13
4957,0.02004966,,,7/25/2020,14
4958,0.02251006,,,7/25/2020,15
4959,0.02291721,,,7/25/2020,16
4960,0.02673157,,,7/25/2020,17
4961,0.02721289,,,7/25/2020,18
4962,0.03488007,,,7/25/2020,19
4963,0.04768844,,,7/25/2020,20
4964,0.0389842,,,7/25/2020,21
4965,0.031943,,,7/25/2020,22
4966,0.02516839,,,7/25/2020,23
4967,0.02348862,,,7/25/2020,24
4968,0.02329175,,,7/26/2020,1
4969,0.02401485,,,7/26/2020,2
4970,0.02396166,,,7/26/2020,3
4971,0.02369673,,,7/26/2020,4
4972,0.02385048,,,7/26/2020,5
4973,0.02374623,,,7/26/2020,6
4974,0.02133724,,,7/26/2020,7
4975,0.0129321,,,7/26/2020,8
4976,0.00830788,,,7/26/2020,9
4977,0.00840145,,,7/26/2020,10
4978,0.00988204,,,7/26/2020,11
4979,0.01186908,,,7/26/2020,12
4980,0.01662918,,,7/26/2020,13
4981,0.02127218,,,7/26/2020,14
4982,0.02392591,,,7/26/2020,15
4983,0.02543212,,,7/26/2020,16
4984,0.02586492,,,7/26/2020,17
4985,0.02781722,,,7/26/2020,18
4986,0.03803506,,,7/26/2020,19
4987,0.0507087,,,7/26/2020,20
4988,0.03970232,,,7/26/2020,21
4989,0.03076817,,,7/26/2020,22
4990,0.02744044,,,7/26/2020,23
4991,0.02375711,,,7/26/2020,24
4992,0.02394461,,,7/27/2020,1
4993,0.02273589,,,7/27/2020,2
4994,0.02145965,,,7/27/2020,3
4995,0.02132186,,,7/27/2020,4
4996,0.02205749,,,7/27/2020,5
4997,0.02384354,,,7/27/2020,6
4998,0.02771303,,,7/27/2020,7
4999,0.02356865,,,7/27/2020,8
5000,0.01969296,,,7/27/2020,9
5001,0.02032823,,,7/27/2020,10
5002,0.02145547,,,7/27/2020,11
5003,0.02383479,,,7/27/2020,12
5004,0.02660816,,,7/27/2020,13
5005,0.02742044,,,7/27/2020,14
5006,0.02893337,,,7/27/2020,15
5007,0.03198979,,,7/27/2020,16
5008,0.03523512,,,7/27/2020,17
5009,0.03920222,,,7/27/2020,18
5010,0.05869841,,,7/27/2020,19
5011,0.08865679,,,7/27/2020,20
5012,0.04698617,,,7/27/2020,21
5013,0.03704633,,,7/27/2020,22
5014,0.02728251,,,7/27/2020,23
5015,0.02595307,,,7/27/2020,24
5016,0.02422975,,,7/28/2020,1
5017,0.02357817,,,7/28/2020,2
5018,0.02465228,,,7/28/2020,3
5019,0.02383765,,,7/28/2020,4
5020,0.02435104,,,7/28/2020,5
5021,0.02632419,,,7/28/2020,6
5022,0.02911601,,,7/28/2020,7
5023,0.02571896,,,7/28/2020,8
5024,0.0210621,,,7/28/2020,9
5025,0.02128746,,,7/28/2020,10
5026,0.0230384,,,7/28/2020,11
5027,0.02499543,,,7/28/2020,12
5028,0.02660754,,,7/28/2020,13
5029,0.02982668,,,7/28/2020,14
5030,0.03026423,,,7/28/2020,15
5031,0.03193598,,,7/28/2020,16
5032,0.03639424,,,7/28/2020,17
5033,0.04017694,,,7/28/2020,18
5034,0.05718898,,,7/28/2020,19
5035,0.09825691,,,7/28/2020,20
5036,0.04795758,,,7/28/2020,21
5037,0.03959467,,,7/28/2020,22
5038,0.03015364,,,7/28/2020,23
5039,0.02857647,,,7/28/2020,24
5040,0.02682799,,,7/29/2020,1
5041,0.02428372,,,7/29/2020,2
5042,0.02402507,,,7/29/2020,3
5043,0.02318768,,,7/29/2020,4
5044,0.02392027,,,7/29/2020,5
5045,0.02597715,,,7/29/2020,6
5046,0.03290564,,,7/29/2020,7
5047,0.0261209,,,7/29/2020,8
5048,0.02330887,,,7/29/2020,9
5049,0.02346947,,,7/29/2020,10
5050,0.02468218,,,7/29/2020,11
5051,0.02657658,,,7/29/2020,12
5052,0.02977728,,,7/29/2020,13
5053,0.03316659,,,7/29/2020,14
5054,0.03553551,,,7/29/2020,15
5055,0.04082804,,,7/29/2020,16
5056,0.04388327,,,7/29/2020,17
5057,0.05350747,,,7/29/2020,18
5058,0.08013555,,,7/29/2020,19
5059,0.12649782,,,7/29/2020,20
5060,0.06332046,,,7/29/2020,21
5061,0.0453957,,,7/29/2020,22
5062,0.03305095,,,7/29/2020,23
5063,0.03157136,,,7/29/2020,24
5064,0.02727194,,,7/30/2020,1
5065,0.02612561,,,7/30/2020,2
5066,0.02504376,,,7/30/2020,3
5067,0.02400058,,,7/30/2020,4
5068,0.02444791,,,7/30/2020,5
5069,0.02541643,,,7/30/2020,6
5070,0.03294434,,,7/30/2020,7
5071,0.02541453,,,7/30/2020,8
5072,0.02281429,,,7/30/2020,9
5073,0.02364018,,,7/30/2020,10
5074,0.02491811,,,7/30/2020,11
5075,0.02685126,,,7/30/2020,12
5076,0.03147568,,,7/30/2020,13
5077,0.03302165,,,7/30/2020,14
5078,0.03203278,,,7/30/2020,15
5079,0.03503053,,,7/30/2020,16
5080,0.04112787,,,7/30/2020,17
5081,0.04933628,,,7/30/2020,18
5082,0.07123417,,,7/30/2020,19
5083,0.10406124,,,7/30/2020,20
5084,0.05799859,,,7/30/2020,21
5085,0.04449885,,,7/30/2020,22
5086,0.03267103,,,7/30/2020,23
5087,0.03048676,,,7/30/2020,24
5088,0.02589964,,,7/31/2020,1
5089,0.02493166,,,7/31/2020,2
5090,0.02423572,,,7/31/2020,3
5091,0.02401616,,,7/31/2020,4
5092,0.0237019,,,7/31/2020,5
5093,0.02504481,,,7/31/2020,6
5094,0.02888977,,,7/31/2020,7
5095,0.02470486,,,7/31/2020,8
5096,0.02155907,,,7/31/2020,9
5097,0.02362841,,,7/31/2020,10
5098,0.0250995,,,7/31/2020,11
5099,0.02634472,,,7/31/2020,12
5100,0.0320808,,,7/31/2020,13
5101,0.03223417,,,7/31/2020,14
5102,0.03302539,,,7/31/2020,15
5103,0.03623525,,,7/31/2020,16
5104,0.03752846,,,7/31/2020,17
5105,0.04784866,,,7/31/2020,18
5106,0.07790201,,,7/31/2020,19
5107,0.11360862,,,7/31/2020,20
5108,0.05663216,,,7/31/2020,21
5109,0.03984638,,,7/31/2020,22
5110,0.03302596,,,7/31/2020,23
5111,0.03027782,,,7/31/2020,24
5112,0.02612469,,,8/1/2020,1
5113,0.02614506,,,8/1/2020,2
5114,0.02537401,,,8/1/2020,3
5115,0.02438971,,,8/1/2020,4
5116,0.02413115,,,8/1/2020,5
5117,0.02467509,,,8/1/2020,6
5118,0.02597038,,,8/1/2020,7
5119,0.01933775,,,8/1/2020,8
5120,0.01435838,,,8/1/2020,9
5121,0.01593044,,,8/1/2020,10
5122,0.01966908,,,8/1/2020,11
5123,0.02295281,,,8/1/2020,12
5124,0.02677199,,,8/1/2020,13
5125,0.02779505,,,8/1/2020,14
5126,0.02905247,,,8/1/2020,15
5127,0.03259196,,,8/1/2020,16
5128,0.03575719,,,8/1/2020,17
5129,0.0420585,,,8/1/2020,18
5130,0.0596242,,,8/1/2020,19
5131,0.09164776,,,8/1/2020,20
5132,0.04959772,,,8/1/2020,21
5133,0.03824177,,,8/1/2020,22
5134,0.02961024,,,8/1/2020,23
5135,0.02746613,,,8/1/2020,24
5136,0.02662868,,,8/2/2020,1
5137,0.02586976,,,8/2/2020,2
5138,0.02418861,,,8/2/2020,3
5139,0.02401246,,,8/2/2020,4
5140,0.02378995,,,8/2/2020,5
5141,0.02628811,,,8/2/2020,6
5142,0.02345226,,,8/2/2020,7
5143,0.01580748,,,8/2/2020,8
5144,0.00866616,,,8/2/2020,9
5145,0.00816987,,,8/2/2020,10
5146,0.01353658,,,8/2/2020,11
5147,0.0176257,,,8/2/2020,12
5148,0.02272542,,,8/2/2020,13
5149,0.02567763,,,8/2/2020,14
5150,0.0269237,,,8/2/2020,15
5151,0.02731469,,,8/2/2020,16
5152,0.03083339,,,8/2/2020,17
5153,0.0333757,,,8/2/2020,18
5154,0.04273584,,,8/2/2020,19
5155,0.06446146,,,8/2/2020,20
5156,0.04067812,,,8/2/2020,21
5157,0.03314643,,,8/2/2020,22
5158,0.02854,,,8/2/2020,23
5159,0.02542848,,,8/2/2020,24
5160,0.02396259,,,8/3/2020,1
5161,0.02359082,,,8/3/2020,2
5162,0.02226656,,,8/3/2020,3
5163,0.02182948,,,8/3/2020,4
5164,0.02216795,,,8/3/2020,5
5165,0.02514956,,,8/3/2020,6
5166,0.0255474,,,8/3/2020,7
5167,0.02064596,,,8/3/2020,8
5168,0.01460389,,,8/3/2020,9
5169,0.01484459,,,8/3/2020,10
5170,0.01627772,,,8/3/2020,11
5171,0.01911902,,,8/3/2020,12
5172,0.02374263,,,8/3/2020,13
5173,0.02591954,,,8/3/2020,14
5174,0.02769944,,,8/3/2020,15
5175,0.02797765,,,8/3/2020,16
5176,0.03052327,,,8/3/2020,17
5177,0.03358509,,,8/3/2020,18
5178,0.04865878,,,8/3/2020,19
5179,0.07495357,,,8/3/2020,20
5180,0.04182514,,,8/3/2020,21
5181,0.0360825,,,8/3/2020,22
5182,0.02865733,,,8/3/2020,23
5183,0.0262798,,,8/3/2020,24
5184,0.02360854,,,8/4/2020,1
5185,0.0232291,,,8/4/2020,2
5186,0.02119268,,,8/4/2020,3
5187,0.02068714,,,8/4/2020,4
5188,0.02112948,,,8/4/2020,5
5189,0.02324552,,,8/4/2020,6
5190,0.02892117,,,8/4/2020,7
5191,0.02156053,,,8/4/2020,8
5192,0.01666494,,,8/4/2020,9
5193,0.01733919,,,8/4/2020,10
5194,0.01920874,,,8/4/2020,11
5195,0.02146763,,,8/4/2020,12
5196,0.02383722,,,8/4/2020,13
5197,0.02644526,,,8/4/2020,14
5198,0.02534759,,,8/4/2020,15
5199,0.02725277,,,8/4/2020,16
5200,0.02672957,,,8/4/2020,17
5201,0.02947228,,,8/4/2020,18
5202,0.03872639,,,8/4/2020,19
5203,0.0533312,,,8/4/2020,20
5204,0.03900583,,,8/4/2020,21
5205,0.03195512,,,8/4/2020,22
5206,0.0253729,,,8/4/2020,23
5207,0.02332741,,,8/4/2020,24
5208,0.02428413,,,8/5/2020,1
5209,0.02277,,,8/5/2020,2
5210,0.02127345,,,8/5/2020,3
5211,0.02075792,,,8/5/2020,4
5212,0.02121,,,8/5/2020,5
5213,0.02508618,,,8/5/2020,6
5214,0.03330464,,,8/5/2020,7
5215,0.02212414,,,8/5/2020,8
5216,0.01761228,,,8/5/2020,9
5217,0.01706446,,,8/5/2020,10
5218,0.01796334,,,8/5/2020,11
5219,0.0193463,,,8/5/2020,12
5220,0.02211756,,,8/5/2020,13
5221,0.02342479,,,8/5/2020,14
5222,0.0237941,,,8/5/2020,15
5223,0.02604614,,,8/5/2020,16
5224,0.02559144,,,8/5/2020,17
5225,0.02918728,,,8/5/2020,18
5226,0.03570624,,,8/5/2020,19
5227,0.04875843,,,8/5/2020,20
5228,0.03841875,,,8/5/2020,21
5229,0.03202227,,,8/5/2020,22
5230,0.02541952,,,8/5/2020,23
5231,0.02511256,,,8/5/2020,24
5232,0.02372361,,,8/6/2020,1
5233,0.02361828,,,8/6/2020,2
5234,0.02293134,,,8/6/2020,3
5235,0.02291142,,,8/6/2020,4
5236,0.02327211,,,8/6/2020,5
5237,0.02559616,,,8/6/2020,6
5238,0.03363968,,,8/6/2020,7
5239,0.0229027,,,8/6/2020,8
5240,0.01651059,,,8/6/2020,9
5241,0.01623653,,,8/6/2020,10
5242,0.01572725,,,8/6/2020,11
5243,0.0160629,,,8/6/2020,12
5244,0.01642565,,,8/6/2020,13
5245,0.01598,,,8/6/2020,14
5246,0.02079017,,,8/6/2020,15
5247,0.02267444,,,8/6/2020,16
5248,0.0235375,,,8/6/2020,17
5249,0.02680042,,,8/6/2020,18
5250,0.03384779,,,8/6/2020,19
