Hour,$/kWh
1877,0.03718
1878,0.03718
1879,0.0523
1880,0.05295
1881,0.03734
1882,0.00029
1883,0.00028
1884,0.00028
1885,0.00028
1886,0.00028
1887,0.00028
1888,0.00028
1889,0.03743
1890,0.05228
1891,0.05624
1892,0.05954
1893,0.06171
1894,0.06171
1895,0.05612
1896,0.04774
1897,0.04615
1898,0.04421
1899,0.04114
1900,0.03942
1901,0.04308
1902,0.04382
1903,0.04988
1904,0.05426
1905,0.04988
1906,0.02576
1907,0.00036
1908,0.00028
1909,0.00028
1910,0.00028
1911,0.00028
1912,0.00624
1913,0.03942
1914,0.04929
1915,0.05394
1916,0.05639
1917,0.05716
1918,0.0591
1919,0.05716
1920,0.05179
1921,0.04747
1922,0.04766
1923,0.04635
1924,0.04747
1925,0.04819
1926,0.04686
1927,0.05178
1928,0.05597
1929,0.05393
1930,0.04207
1931,0.0134
1932,0.00325
1933,0.00032
1934,0.00032
1935,0.00045
1936,0.00032
1937,0.03064
1938,0.05048
1939,0.0534
1940,0.05416
1941,0.05653
1942,0.05761
1943,0.05323
1944,0.05236
1945,0.04738
1946,0.04553
1947,0.04484
1948,0.04421
1949,0.04523
1950,0.04577
1951,0.05086
1952,0.04988
1953,0.04136
1954,0.00028
1955,0.00028
1956,0.00028
1957,0.00028
1958,0.00028
1959,0.00028
1960,0.00028
1961,0.00028
1962,0.03718
1963,0.05015
1964,0.05049
1965,0.05223
1966,0.05485
1967,0.05223
1968,0.05015
1969,0.04553
1970,0.04553
1971,0.04421
1972,0.04257
1973,0.04353
1974,0.04448
1975,0.04929
1976,0.04488
1977,0.01081
1978,0.00028
1979,0.00028
1980,0.00028
1981,0.00028
1982,0.00028
1983,0.00028
1984,0.00028
1985,0.00028
1986,0.03718
1987,0.05203
1988,0.05447
1989,0.05716
1990,0.05716
1991,0.05556
1992,0.05223
1993,0.04998
1994,0.04815
1995,0.04783
1996,0.04636
1997,0.04686
1998,0.04873
1999,0.05297
2000,0.05502
2001,0.05223
2002,0.00324
2003,0.00028
2004,0.00028
2005,0.00028
2006,0.00028
2007,0.00028
2008,0.0003
2009,0.04308
2010,0.05275
2011,0.05883
2012,0.05612
2013,0.05933
2014,0.05845
2015,0.05354
2016,0.04881
2017,0.04412
2018,0.04114
2019,0.04146
2020,0.04102
2021,0.04095
2022,0.04146
2023,0.04632
2024,0.05314
2025,0.05352
2026,0.04956
2027,0.03718
2028,0.02896
2029,0.02896
2030,0.03942
2031,0.048
2032,0.05223
2033,0.0549
2034,0.05613
2035,0.0645
2036,0.05997
2037,0.05997
2038,0.0607
2039,0.05527
2040,0.04937
2041,0.04609
2042,0.0419
2043,0.04534
2044,0.04534
2045,0.04534
2046,0.04534
2047,0.05334
2048,0.05761
2049,0.05607
2050,0.05034
2051,0.03136
2052,0.00254
2053,0.00209
2054,0.00304
2055,0.01191
2056,0.04427
2057,0.05223
2058,0.05426
2059,0.05845
2060,0.05813
2061,0.05913
2062,0.05485
2063,0.05255
2064,0.04766
2065,0.04302
2066,0.0421
2067,0.0421
2068,0.04015
2069,0.04776
2070,0.04534
2071,0.05278
2072,0.05352
2073,0.05323
2074,0.04776
2075,0.01576
2076,0.0025
2077,0.0003
2078,0.00029
2079,0.0003
2080,0.00511
2081,0.05382
2082,0.05663
2083,0.0594
2084,0.0594
2085,0.06108
2086,0.06171
2087,0.05501
2088,0.04873
2089,0.04156
2090,0.04077
2091,0.04261
2092,0.04156
2093,0.04233
2094,0.0416
2095,0.05223
2096,0.05486
2097,0.05285
2098,0.04233
2099,0.02975
2100,0.03719
2101,0.01576
2102,0.02908
2103,0.03718
2104,0.04566
2105,0.04925
2106,0.05223
2107,0.05439
2108,0.05236
2109,0.05178
2110,0.04988
2111,0.04831
2112,0.03961
2113,0.03804
2114,0.03809
2115,0.03813
2116,0.03859
2117,0.04533
2118,0.04783
2119,0.05285
2120,0.05015
2121,0.03718
2122,0.00029
2123,0.00028
2124,0.00028
2125,0.00028
2126,0.00028
2127,0.00028
2128,0.00028
2129,0.00335
2130,0.04448
2131,0.05485
2132,0.05964
2133,0.06171
2134,0.06229
2135,0.05611
2136,0.05335
2137,0.05262
2138,0.05783
2139,0.05613
2140,0.05624
2141,0.05481
2142,0.05178
2143,0.05452
2144,0.05278
2145,0.03718
2146,0.00028
2147,0.00028
2148,0.00028
2149,0.00028
2150,0.00028
2151,0.00028
2152,0.00028
2153,0.02016
2154,0.05012
2155,0.05716
2156,0.06171
2157,0.06171
2158,0.06343
2159,0.05997
2160,0.05335
2161,0.05254
2162,0.04929
2163,0.04989
2164,0.04937
2165,0.04861
2166,0.04853
2167,0.04871
2168,0.04861
2169,0.04486
2170,0.02936
2171,0.01342
2172,0.01203
2173,0.01196
2174,0.02915
2175,0.03102
2176,0.03866
2177,0.04822
2178,0.05107
2179,0.05156
2180,0.0542
2181,0.05721
2182,0.05721
2183,0.0507
2184,0.04681
2185,0.04119
2186,0.04014
2187,0.04058
2188,0.04007
2189,0.04014
2190,0.04063
2191,0.04382
2192,0.04795
2193,0.0363
2194,0.02193
2195,0.01189
2196,0.01851
2197,0.0039
2198,0.00612
2199,0.01798
2200,0.02185
2201,0.03052
2202,0.03826
2203,0.04974
2204,0.05067
2205,0.0542
2206,0.05686
2207,0.05126
2208,0.04599
2209,0.04058
2210,0.04239
2211,0.04558
2212,0.04467
2213,0.04446
2214,0.04348
2215,0.04799
2216,0.05064
2217,0.04467
2218,0.00326
2219,0.00511
2220,0.00055
2221,0.00033
2222,0.00032
2223,0.00374
2224,0.00831
2225,0.04221
2226,0.04818
2227,0.05126
2228,0.05121
2229,0.05126
2230,0.05135
2231,0.05096
2232,0.0439
2233,0.03939
2234,0.04539
2235,0.0428
2236,0.0428
2237,0.04446
2238,0.04467
2239,0.04467
2240,0.04791
2241,0.03214
2242,0.00029
2243,0.00029
2244,0.00029
2245,0.00029
2246,0.00029
2247,0.0003
2248,0.00251
2249,0.02927
2250,0.04847
2251,0.05172
2252,0.05236
2253,0.0537
2254,0.05478
2255,0.05374
2256,0.04468
2257,0.04007
2258,0.03939
2259,0.04007
2260,0.0402
2261,0.04448
2262,0.0456
2263,0.05064
2264,0.05126
2265,0.04883
2266,0.00325
2267,0.0041
2268,0.00393
2269,0.00393
2270,0.00483
2271,0.01189
2272,0.02193
2273,0.03734
2274,0.05088
2275,0.05816
2276,0.06073
2277,0.05936
2278,0.06024
2279,0.0542
2280,0.05069
2281,0.04824
2282,0.04781
2283,0.04724
2284,0.04667
2285,0.04529
2286,0.04627
2287,0.05069
2288,0.05117
2289,0.03718
2290,0.0003
2291,0.00028
2292,0.00028
2293,0.00028
2294,0.00028
2295,0.00028
2296,0.00028
2297,0.0019
2298,0.03718
2299,0.05126
2300,0.05295
2301,0.05374
2302,0.05936
2303,0.05572
2304,0.0523
2305,0.05126
2306,0.05113
2307,0.0517
2308,0.04918
2309,0.04785
2310,0.04724
2311,0.05126
2312,0.04709
2313,0.03107
2314,0.00028
2315,0.00028
2316,0.00028
2317,0.00028
2318,0.00028
2319,0.00028
2320,0.00028
2321,0.00032
2322,0.03098
2323,0.0507
2324,0.05125
2325,0.05126
2326,0.05135
2327,0.05113
2328,0.04831
2329,0.04791
2330,0.04481
2331,0.0428
2332,0.04271
2333,0.04271
2334,0.04467
2335,0.04656
2336,0.04338
2337,0.03098
2338,0.00326
2339,0.00033
2340,0.0003
2341,0.00113
2342,0.01576
2343,0.02915
2344,0.03052
2345,0.03098
2346,0.0428
2347,0.05258
2348,0.05738
2349,0.05815
2350,0.05928
2351,0.0563
2352,0.04649
2353,0.04356
2354,0.04271
2355,0.04338
2356,0.04193
2357,0.04058
2358,0.04043
2359,0.04467
2360,0.03959
2361,0.03718
2362,0.03102
2363,0.03052
2364,0.0234
2365,0.02193
2366,0.02193
2367,0.02331
2368,0.02331
2369,0.03769
2370,0.04822
2371,0.05865
2372,0.06033
2373,0.05902
2374,0.05874
2375,0.05676
2376,0.04883
2377,0.04529
2378,0.04164
2379,0.04219
2380,0.0428
2381,0.04377
2382,0.04549
2383,0.04883
2384,0.04228
2385,0.03718
2386,0.0353
2387,0.01198
2388,0.00418
2389,0.00252
2390,0.00469
2391,0.01609
2392,0.02341
2393,0.04384
2394,0.05117
2395,0.05224
2396,0.05689
2397,0.05689
2398,0.0575
2399,0.05678
2400,0.04947
2401,0.04715
2402,0.04674
2403,0.04715
2404,0.04736
2405,0.04883
2406,0.04736
2407,0.04883
2408,0.05067
2409,0.0458
2410,0.01881
2411,0.00042
2412,0.00028
2413,0.00028
2414,0.00028
2415,0.00028
2416,0.00055
2417,0.03942
2418,0.05116
2419,0.0539
2420,0.0542
2421,0.05976
2422,0.06155
2423,0.05624
2424,0.05069
2425,0.04824
2426,0.04824
2427,0.04585
2428,0.04014
2429,0.04007
2430,0.03959
2431,0.04278
2432,0.04709
2433,0.03112
2434,0.00184
2435,0.0003
2436,0.00127
2437,0.02896
2438,0.02915
2439,0.02915
2440,0.03052
2441,0.03179
2442,0.04621
2443,0.0506
2444,0.05113
2445,0.05135
2446,0.05113
2447,0.04826
2448,0.04585
2449,0.0439
2450,0.04529
2451,0.04649
2452,0.04548
2453,0.04269
2454,0.04011
2455,0.04392
2456,0.04014
2457,0.03098
2458,0.00031
2459,0.00028
2460,0.00028
2461,0.00028
2462,0.00028
2463,0.00028
2464,0.00028
2465,0.00029
2466,0.03098
2467,0.04795
2468,0.05069
2469,0.05076
2470,0.05113
2471,0.05067
2472,0.04824
2473,0.04791
2474,0.04925
2475,0.04799
2476,0.04799
2477,0.04799
2478,0.04799
2479,0.04799
2480,0.04098
2481,0.0074
2482,0.00028
2483,0.00028
2484,0.00028
2485,0.00028
2486,0.00028
2487,0.00028
2488,0.00028
2489,0.01576
2490,0.038
2491,0.05126
2492,0.05222
2493,0.05374
2494,0.05606
2495,0.05222
2496,0.0506
2497,0.04824
2498,0.04789
2499,0.04675
2500,0.04619
2501,0.04649
2502,0.04799
2503,0.05009
2504,0.05107
2505,0.0507
2506,0.03942
2507,0.02915
2508,0.00393
2509,0.00238
2510,0.00252
2511,0.00615
2512,0.01203
2513,0.04534
2514,0.05133
2515,0.0589
2516,0.0589
2517,0.0589
2518,0.05887
2519,0.05737
2520,0.04901
2521,0.04687
2522,0.04604
2523,0.0474
2524,0.04623
2525,0.04623
2526,0.04739
2527,0.05107
2528,0.05156
2529,0.05166
2530,0.04824
2531,0.03013
2532,0.01632
2533,0.02052
2534,0.02644
2535,0.02515
2536,0.04691
2537,0.04892
2538,0.05389
2539,0.06385
2540,0.05831
2541,0.05828
2542,0.05823
2543,0.05678
2544,0.0507
2545,0.0474
2546,0.04426
2547,0.04649
2548,0.04356
2549,0.0428
2550,0.0428
2551,0.04356
2552,0.04356
2553,0.03111
2554,0.01585
2555,0.0025
2556,0.0003
2557,0.00029
2558,0.0003
2559,0.00032
2560,0.01341
2561,0.03718
2562,0.04906
2563,0.0523
2564,0.05828
2565,0.05824
2566,0.05412
2567,0.05135
2568,0.04792
2569,0.0428
2570,0.038
2571,0.038
2572,0.03718
2573,0.038
2574,0.03718
2575,0.0389
2576,0.03102
2577,0.00031
2578,0.00028
2579,0.00028
2580,0.00028
2581,0.00028
2582,0.00028
2583,0.00028
2584,0.00029
2585,0.00591
2586,0.03102
2587,0.04481
2588,0.0506
2589,0.04918
2590,0.05065
2591,0.04883
2592,0.0479
2593,0.04048
2594,0.04263
2595,0.04092
2596,0.03718
2597,0.03804
2598,0.03718
2599,0.03942
2600,0.0439
2601,0.01036
2602,0.00029
2603,0.00028
2604,0.00028
2605,0.00028
2606,0.00028
2607,0.00028
2608,0.00028
2609,0.00032
2610,0.03102
2611,0.04739
2612,0.05107
2613,0.05107
2614,0.05113
2615,0.05104
2616,0.05066
2617,0.04791
2618,0.04791
2619,0.04338
2620,0.04338
2621,0.0443
2622,0.04467
2623,0.04324
2624,0.03145
2625,0.00028
2626,0.00028
2627,0.00028
2628,0.00028
2629,0.00028
2630,0.00028
2631,0.00028
2632,0.00511
2633,0.02942
2634,0.04196
2635,0.05076
2636,0.05127
2637,0.05133
2638,0.05156
2639,0.05121
2640,0.05121
2641,0.05079
2642,0.05079
2643,0.05135
2644,0.05106
2645,0.05064
2646,0.05117
2647,0.05104
2648,0.04219
2649,0.00324
2650,0.00028
2651,0.00028
2652,0.00028
2653,0.00028
2654,0.00028
2655,0.00028
2656,0.00028
2657,0.02915
2658,0.03718
2659,0.0507
2660,0.05126
2661,0.05126
2662,0.05133
2663,0.05104
2664,0.04832
2665,0.04568
2666,0.0428
2667,0.03922
2668,0.038
2669,0.038
2670,0.038
2671,0.04229
2672,0.038
2673,0.03098
2674,0.00033
2675,0.0003
2676,0.00028
2677,0.00029
2678,0.00244
2679,0.02179
2680,0.0063
2681,0.02331
2682,0.038
2683,0.04533
2684,0.04974
2685,0.04901
2686,0.0499
2687,0.04835
2688,0.04338
2689,0.04058
2690,0.03922
2691,0.03879
2692,0.038
2693,0.038
2694,0.038
2695,0.0428
2696,0.03814
2697,0.02915
2698,0.00029
2699,0.00029
2700,0.00029
2701,0.00029
2702,0.00029
2703,0.00251
2704,0.02187
2705,0.03059
2706,0.03718
2707,0.0507
2708,0.0523
2709,0.05356
2710,0.05356
2711,0.05122
2712,0.05069
2713,0.04818
2714,0.04901
2715,0.04824
2716,0.04338
2717,0.04167
2718,0.04392
2719,0.04901
2720,0.03815
2721,0.02915
2722,0.00029
2723,0.00028
2724,0.00028
2725,0.00028
2726,0.00029
2727,0.00159
2728,0.02908
2729,0.03102
2730,0.04146
2731,0.04807
2732,0.05162
2733,0.05374
2734,0.05473
2735,0.05162
2736,0.04791
2737,0.04356
2738,0.04531
2739,0.04356
2740,0.04356
2741,0.04356
2742,0.04356
2743,0.04697
2744,0.04356
2745,0.03098
2746,0.02916
2747,0.01559
2748,0.00322
2749,0.00117
2750,0.00034
2751,0.01576
2752,0.02915
2753,0.03102
2754,0.04467
2755,0.05077
2756,0.05126
2757,0.05221
2758,0.05161
2759,0.05121
2760,0.04968
2761,0.04585
2762,0.04381
2763,0.04007
2764,0.03815
2765,0.03928
2766,0.03814
2767,0.04794
2768,0.0439
2769,0.03718
2770,0.00325
2771,0.00033
2772,0.00033
2773,0.00031
2774,0.0003
2775,0.00293
2776,0.01576
2777,0.04377
2778,0.05076
2779,0.05236
2780,0.05375
2781,0.05321
2782,0.05374
2783,0.05126
2784,0.05111
2785,0.04674
2786,0.04381
2787,0.03815
2788,0.03814
2789,0.0428
2790,0.0428
2791,0.04467
2792,0.03112
2793,0.00035
2794,0.00028
2795,0.00028
2796,0.00028
2797,0.00028
2798,0.00028
2799,0.00028
2800,0.00028
2801,0.00029
2802,0.03718
2803,0.05076
2804,0.05133
2805,0.05156
2806,0.05169
2807,0.05131
2808,0.05069
2809,0.04832
2810,0.04802
2811,0.04467
2812,0.03804
2813,0.03804
2814,0.03803
2815,0.038
2816,0.03098
2817,0.00028
2818,0.00028
2819,0.00028
2820,0.00028
2821,0.00028
2822,0.00028
2823,0.00028
2824,0.00028
2825,0.00031
2826,0.03112
2827,0.05076
2828,0.05121
2829,0.05133
2830,0.05161
2831,0.05113
2832,0.05086
2833,0.0506
2834,0.04925
2835,0.05077
2836,0.04697
2837,0.04468
2838,0.04468
2839,0.04968
2840,0.03804
2841,0.03102
2842,0.00173
2843,0.00028
2844,0.00028
2845,0.00028
2846,0.00028
2847,0.00028
2848,0.00029
2849,0.00811
2850,0.031
2851,0.05038
2852,0.05106
2853,0.05103
2854,0.0507
2855,0.0505
2856,0.0439
2857,0.0413
2858,0.04172
2859,0.03804
2860,0.03804
2861,0.03811
2862,0.03814
2863,0.04474
2864,0.04776
2865,0.00161
2866,0.00028
2867,0.00028
2868,0.00028
2869,0.00028
2870,0.00028
2871,0.00028
2872,0.00029
2873,0.00184
2874,0.03112
2875,0.04605
2876,0.04802
2877,0.04802
2878,0.0506
2879,0.04802
2880,0.04467
2881,0.038
2882,0.04128
2883,0.04335
2884,0.04141
2885,0.04128
2886,0.04128
2887,0.038
2888,0.03716
2889,0.02916
2890,0.00247
2891,0.00031
2892,0.0003
2893,0.0003
2894,0.0003
2895,0.00033
2896,0.01798
2897,0.03718
2898,0.04853
2899,0.05101
2900,0.05275
2901,0.05205
2902,0.05292
2903,0.05124
2904,0.05074
2905,0.04748
2906,0.04353
2907,0.04618
2908,0.0408
2909,0.04169
2910,0.04336
2911,0.04892
2912,0.03815
2913,0.04126
2914,0.03113
2915,0.01586
2916,0.01576
2917,0.00616
2918,0.00616
2919,0.00511
2920,0.02293
2921,0.04428
2922,0.05093
2923,0.05346
2924,0.05694
2925,0.05598
2926,0.05508
2927,0.0513
2928,0.05064
2929,0.04762
2930,0.04428
2931,0.04353
2932,0.04613
2933,0.04336
2934,0.04752
2935,0.04998
2936,0.04084
2937,0.04358
2938,0.02388
2939,0.00631
2940,0.00459
2941,0.00325
2942,0.00484
2943,0.00507
2944,0.02232
2945,0.04015
2946,0.051
2947,0.05273
2948,0.05292
2949,0.05205
2950,0.05165
2951,0.05142
2952,0.04767
2953,0.04199
2954,0.04076
2955,0.04119
2956,0.03942
2957,0.04336
2958,0.04348
2959,0.038
2960,0.03098
2961,0.00805
2962,0.00028
2963,0.00028
2964,0.00028
2965,0.00028
2966,0.00028
2967,0.00028
2968,0.00028
2969,0.00329
2970,0.03098
2971,0.05086
2972,0.05134
2973,0.0513
2974,0.05142
2975,0.05074
2976,0.0504
2977,0.04744
2978,0.04503
2979,0.04254
2980,0.04773
2981,0.0481
2982,0.0481
2983,0.04119
2984,0.03098
2985,0.00029
2986,0.00028
2987,0.00028
2988,0.00028
2989,0.00028
2990,0.00028
2991,0.00028
2992,0.00028
2993,0.0158
2994,0.04221
2995,0.05346
2996,0.05471
2997,0.05337
2998,0.05424
2999,0.05552
3000,0.05173
3001,0.05044
3002,0.05044
3003,0.05051
3004,0.05038
3005,0.04942
3006,0.04985
3007,0.05158
3008,0.05218
3009,0.05102
3010,0.03942
3011,0.00705
3012,0.00146
3013,0.00032
3014,0.0003
3015,0.00031
3016,0.01023
3017,0.04953
3018,0.05314
3019,0.05733
3020,0.05733
3021,0.05824
3022,0.05889
3023,0.05826
3024,0.05201
3025,0.04863
3026,0.04748
3027,0.06029
3028,0.05103
3029,0.05072
3030,0.0504
3031,0.05101
3032,0.05174
3033,0.05095
3034,0.03907
3035,0.0047
3036,0.00033
3037,0.00029
3038,0.0003
3039,0.0036
3040,0.037
3041,0.05014
3042,0.05346
3043,0.0579
3044,0.05889
3045,0.05861
3046,0.05889
3047,0.05463
3048,0.05045
3049,0.04744
3050,0.04662
3051,0.04744
3052,0.04985
3053,0.04903
3054,0.0475
3055,0.05095
3056,0.05095
3057,0.03814
3058,0.00326
3059,0.00028
3060,0.00028
3061,0.00028
3062,0.00029
3063,0.00511
3064,0.03453
3065,0.05177
3066,0.05677
3067,0.05889
3068,0.05984
3069,0.06038
3070,0.06036
3071,0.05394
3072,0.05088
3073,0.04748
3074,0.04607
3075,0.0471
3076,0.0408
3077,0.03813
3078,0.0408
3079,0.0482
3080,0.03718
3081,0.04356
3082,0.00511
3083,0.00034
3084,0.00034
3085,0.00033
3086,0.00084
3087,0.0222
3088,0.0493
3089,0.05134
3090,0.05265
3091,0.05774
3092,0.05889
3093,0.05347
3094,0.05337
3095,0.05265
3096,0.04816
3097,0.04346
3098,0.04467
3099,0.04254
3100,0.04286
3101,0.04037
3102,0.038
3103,0.038
3104,0.03098
3105,0.02293
3106,0.0003
3107,0.00029
3108,0.00029
3109,0.00029
3110,0.0003
3111,0.01675
3112,0.02905
3113,0.04517
3114,0.05081
3115,0.05145
3116,0.0515
3117,0.05044
3118,0.05088
3119,0.05036
3120,0.04254
3121,0.03803
3122,0.038
3123,0.038
3124,0.0408
3125,0.04503
3126,0.0481
3127,0.04818
3128,0.04168
3129,0.03102
3130,0.01791
3131,0.00763
3132,0.00434
3133,0.00664
3134,0.01242
3135,0.01378
3136,0.0272
3137,0.04823
3138,0.05284
3139,0.05975
3140,0.06147
3141,0.06026
3142,0.061
3143,0.0584
3144,0.05159
3145,0.05163
3146,0.04662
3147,0.04523
3148,0.04254
3149,0.04254
3150,0.04967
3151,0.04254
3152,0.03094
3153,0.00029
3154,0.00028
3155,0.00028
3156,0.00028
3157,0.00028
3158,0.00028
3159,0.00028
3160,0.00028
3161,0.00536
3162,0.03804
3163,0.05158
3164,0.05699
3165,0.05337
3166,0.05623
3167,0.05463
3168,0.05205
3169,0.0513
3170,0.05234
3171,0.0515
3172,0.05129
3173,0.05101
3174,0.05045
3175,0.04353
3176,0.03798
3177,0.03372
3178,0.00146
3179,0.00028
3180,0.00028
3181,0.00028
3182,0.00028
3183,0.00028
3184,0.00035
3185,0.03098
3186,0.04483
3187,0.05139
3188,0.05381
3189,0.05337
3190,0.05821
3191,0.05312
3192,0.0513
3193,0.05
3194,0.05039
3195,0.04767
3196,0.04694
3197,0.04744
3198,0.04985
3199,0.05137
3200,0.04503
3201,0.04985
3202,0.0081
3203,0.00034
3204,0.00031
3205,0.00032
3206,0.00399
3207,0.01604
3208,0.04697
3209,0.05072
3210,0.05314
3211,0.05794
3212,0.05835
3213,0.05463
3214,0.05821
3215,0.0516
3216,0.05044
3217,0.04662
3218,0.04816
3219,0.05091
3220,0.04939
3221,0.04838
3222,0.0482
3223,0.05205
3224,0.05072
3225,0.05014
3226,0.03942
3227,0.02917
3228,0.01588
3229,0.00615
3230,0.01196
3231,0.02975
3232,0.04356
3233,0.05089
3234,0.05463
3235,0.06302
3236,0.0621
3237,0.06029
3238,0.06039
3239,0.05878
3240,0.05205
3241,0.05059
3242,0.04874
3243,0.05096
3244,0.0477
3245,0.04451
3246,0.04567
3247,0.0508
3248,0.04336
3249,0.04126
3250,0.02928
3251,0.0016
3252,0.0003
3253,0.0003
3254,0.0003
3255,0.00076
3256,0.02388
3257,0.04221
3258,0.05137
3259,0.05463
3260,0.05888
3261,0.05623
3262,0.05694
3263,0.05285
3264,0.05044
3265,0.04809
3266,0.04748
3267,0.0487
3268,0.04191
3269,0.03953
3270,0.03953
3271,0.04985
3272,0.03814
3273,0.04015
3274,0.02942
3275,0.00251
3276,0.00131
3277,0.00117
3278,0.00174
3279,0.01197
3280,0.039
3281,0.04839
3282,0.05137
3283,0.05284
3284,0.05394
3285,0.05381
3286,0.05463
3287,0.05236
3288,0.051
3289,0.04795
3290,0.0402
3291,0.03804
3292,0.038
3293,0.038
3294,0.038
3295,0.038
3296,0.00847
3297,0.00028
3298,0.00028
3299,0.00028
3300,0.00028
3301,0.00028
3302,0.00028
3303,0.00028
3304,0.00028
3305,0.00028
3306,0.01778
3307,0.04163
3308,0.05142
3309,0.0513
3310,0.0513
3311,0.05101
3312,0.05088
3313,0.05039
3314,0.0455
3315,0.03942
3316,0.03804
3317,0.03722
3318,0.03718
3319,0.03098
3320,0.00847
3321,0.00029
3322,0.00028
3323,0.00028
3324,0.00028
3325,0.00028
3326,0.00028
3327,0.00028
3328,0.00031
3329,0.03102
3330,0.03813
3331,0.05093
3332,0.05158
3333,0.05205
3334,0.05234
3335,0.05173
3336,0.0513
3337,0.05044
3338,0.05074
3339,0.05091
3340,0.03813
3341,0.03809
3342,0.03811
3343,0.03813
3344,0.03109
3345,0.00511
3346,0.00028
3347,0.00028
3348,0.00028
3349,0.00028
3350,0.00028
3351,0.00029
3352,0.00326
3353,0.04449
3354,0.05051
3355,0.0515
3356,0.05381
3357,0.05314
3358,0.05552
3359,0.05214
3360,0.051
3361,0.05074
3362,0.05292
3363,0.05205
3364,0.04336
3365,0.04254
3366,0.05045
3367,0.05072
3368,0.03718
3369,0.036
3370,0.00031
3371,0.00029
3372,0.00028
3373,0.00028
3374,0.00028
3375,0.00028
3376,0.00031
3377,0.02448
3378,0.038
3379,0.05103
3380,0.05427
3381,0.05381
3382,0.05696
3383,0.05381
3384,0.05205
3385,0.05088
3386,0.05074
3387,0.05044
3388,0.04707
3389,0.04353
3390,0.04254
3391,0.04254
3392,0.03098
3393,0.00634
3394,0.00028
3395,0.00028
3396,0.00028
3397,0.00028
3398,0.00028
3399,0.00028
3400,0.00035
3401,0.02293
3402,0.03811
3403,0.05101
3404,0.0539
3405,0.05326
3406,0.05503
3407,0.05335
3408,0.05101
3409,0.05044
3410,0.04787
3411,0.0455
3412,0.04254
3413,0.03814
3414,0.04128
3415,0.04348
3416,0.03466
3417,0.02136
3418,0.00028
3419,0.00028
3420,0.00028
3421,0.00028
3422,0.00028
3423,0.0003
3424,0.00626
3425,0.03716
3426,0.04707
3427,0.05088
3428,0.05665
3429,0.05463
3430,0.05799
3431,0.05419
3432,0.0498
3433,0.04768
3434,0.04539
3435,0.04474
3436,0.04515
3437,0.03942
3438,0.038
3439,0.04254
3440,0.03098
3441,0.03101
3442,0.00033
3443,0.00033
3444,0.00033
3445,0.00032
3446,0.0003
3447,0.00072
3448,0.01578
3449,0.03199
3450,0.04645
3451,0.05128
3452,0.05718
3453,0.05651
3454,0.05469
3455,0.05314
3456,0.05044
3457,0.04768
3458,0.0477
3459,0.04565
3460,0.04772
3461,0.04772
3462,0.04538
3463,0.04503
3464,0.038
3465,0.03098
3466,0.01778
3467,0.01256
3468,0.01648
3469,0.01946
3470,0.02133
3471,0.02763
3472,0.03942
3473,0.05224
3474,0.05292
3475,0.05889
3476,0.05976
3477,0.0584
3478,0.06026
3479,0.05975
3480,0.05205
3481,0.05042
3482,0.0455
3483,0.0455
3484,0.04469
3485,0.04084
3486,0.04558
3487,0.04189
3488,0.02293
3489,0.00028
3490,0.00028
3491,0.00028
3492,0.00028
3493,0.00028
3494,0.00028
3495,0.00028
3496,0.00028
3497,0.03102
3498,0.04998
3499,0.05205
3500,0.05888
3501,0.05463
3502,0.05463
3503,0.05381
3504,0.05097
3505,0.04977
3506,0.04845
3507,0.04777
3508,0.04336
3509,0.04254
3510,0.04254
3511,0.03976
3512,0.03105
3513,0.00034
3514,0.00028
3515,0.00028
3516,0.00029
3517,0.0003
3518,0.0003
3519,0.01112
3520,0.02665
3521,0.04707
3522,0.05103
3523,0.05824
3524,0.05769
3525,0.05312
3526,0.05205
3527,0.05058
3528,0.0474
3529,0.03843
3530,0.0402
3531,0.03803
3532,0.03718
3533,0.03851
3534,0.0474
3535,0.04254
3536,0.02388
3537,0.00033
3538,0.00028
3539,0.00028
3540,0.00028
3541,0.00028
3542,0.00029
3543,0.0003
3544,0.00166
3545,0.03111
3546,0.05045
3547,0.05314
3548,0.05314
3549,0.05463
3550,0.05657
3551,0.05234
3552,0.05088
3553,0.0455
3554,0.04006
3555,0.038
3556,0.038
3557,0.038
3558,0.038
3559,0.038
3560,0.03098
3561,0.00065
3562,0.00028
3563,0.00029
3564,0.00028
3565,0.00028
3566,0.00028
3567,0.0003
3568,0.01778
3569,0.04119
3570,0.051
3571,0.05479
3572,0.05889
3573,0.06051
3574,0.05889
3575,0.05314
3576,0.05234
3577,0.04605
3578,0.0459
3579,0.04682
3580,0.04286
3581,0.04189
3582,0.05088
3583,0.05088
3584,0.03718
3585,0.02232
3586,0.00326
3587,0.00034
3588,0.0003
3589,0.00031
3590,0.00142
3591,0.01212
3592,0.03714
3593,0.04998
3594,0.05101
3595,0.05346
3596,0.05455
3597,0.05493
3598,0.05528
3599,0.05337
3600,0.05096
3601,0.04829
3602,0.04163
3603,0.03804
3604,0.03804
3605,0.03804
3606,0.03804
3607,0.03804
3608,0.03099
3609,0.00029
3610,0.00029
3611,0.00029
3612,0.00029
3613,0.00029
3614,0.00029
3615,0.00118
3616,0.01191
3617,0.03111
3618,0.04645
3619,0.051
3620,0.05394
3621,0.05381
3622,0.05499
3623,0.05479
3624,0.05086
3625,0.04356
3626,0.04691
3627,0.04654
3628,0.04502
3629,0.04422
3630,0.04356
