Hour,$/kWh,,,,,,
1070,0.01809,,,,,,
1071,0.01662,,,,,,
1072,0.01761,,,,,,
1073,0.02574,,,,,,
1074,0.02807,,,,,,
1075,0.03002,,,,,,
1076,0.0285,,,,,,
1077,0.02779,,,,,,
1078,0.02813,,,,,,
1079,0.02694,,,,,,
1080,0.02722,,,,,,
1081,0.02759,,,,,,
1082,0.02676,,,,,,
1083,0.02671,,,,,,
1084,0.02797,,,,,,
1085,0.02779,,,,,,
1086,0.02804,,,,,,
1087,0.02817,,,,,,
1088,0.04265,,,,,,
1089,0.02812,,,,,,
1090,0.02875,,,,,,
1091,0.09306,,,,,,
1092,0.03293,,,,,,
1093,0.028,,,,,,
1094,0.028,,,,,,
1095,0.02779,,,,,,
1096,0.02797,,,,,,
1097,0.02804,,,,,,
1098,0.02812,,,,,,
1099,0.02821,,,,,,
1100,0.02819,,,,,,
1101,0.02804,,,,,,
1102,0.02926,,,,,,
1103,0.0287,,,,,,
1104,0.02819,,,,,,
1105,0.02804,,,,,,
1106,0.02701,,,,,,
1107,0.02605,,,,,,
1108,0.02522,,,,,,
1109,0.01996,,,,,,
1110,0.00012,,,,,,
1111,0.02214,,,,,,
1112,0.02292,,,,,,
1113,0.02522,,,,,,
1114,0.02543,,,,,,
1115,0.06064,,,,,,
1116,0.02741,,,,,,
1117,0.02676,,,,,,
1118,0.02751,,,,,,
1119,0.02625,,,,,,
1120,0.02671,,,,,,
1121,0.02759,,,,,,
1122,0.02819,,,,,,
1123,0.02878,,,,,,
1124,0.02761,,,,,,
1125,0.02694,,,,,,
1126,0.0292,,,,,,
1127,0.03097,,,,,,
1128,0.03073,,,,,,
1129,0.03075,,,,,,
1130,0.02868,,,,,,
1131,0.02799,,,,,,
1132,0.02812,,,,,,
1133,0.02812,,,,,,
1134,0.02819,,,,,,
1135,0.02876,,,,,,
1136,0.02854,,,,,,
1137,0.02883,,,,,,
1138,0.02812,,,,,,
1139,0.02767,,,,,,
1140,0.02693,,,,,,
1141,0.02671,,,,,,
1142,0.02613,,,,,,
1143,0.02694,,,,,,
1144,0.02761,,,,,,
1145,0.02812,,,,,,
1146,0.02779,,,,,,
1147,0.02812,,,,,,
1148,0.02771,,,,,,
1149,0.0276,,,,,,
1150,0.02862,,,,,,
1151,0.02776,,,,,,
1152,0.02902,,,,,,
1153,0.02779,,,,,,
1154,0.02754,,,,,,
1155,0.02771,,,,,,
1156,0.02779,,,,,,
1157,0.02812,,,,,,
1158,0.03083,,,,,,
1159,0.03043,,,,,,
1160,0.03094,,,,,,
1161,0.02911,,,,,,
1162,0.02882,,,,,,
1163,0.03201,,,,,,
1164,0.02892,,,,,,
1165,0.02811,,,,,,
1166,0.02756,,,,,,
1167,0.02746,,,,,,
1168,0.02726,,,,,,
1169,0.02749,,,,,,
1170,0.02761,,,,,,
1171,0.03118,,,,,,
1172,0.02867,,,,,,
1173,0.0276,,,,,,
1174,0.02759,,,,,,
1175,0.02671,,,,,,
1176,0.02564,,,,,,
1177,0.02564,,,,,,
1178,0.02594,,,,,,
1179,0.02558,,,,,,
1180,0.02617,,,,,,
1181,0.02759,,,,,,
1182,0.02671,,,,,,
1183,0.02805,,,,,,
1184,0.0334,,,,,,
1185,0.02779,,,,,,
1186,0.02671,,,,,,
1187,0.02676,,,,,,
1188,0.02763,,,,,,
1189,0.02565,,,,,,
1190,0.02524,,,,,,
1191,0.02593,,,,,,
1192,0.02522,,,,,,
1193,0.02521,,,,,,
1194,0.02614,,,,,,
1195,0.0276,,,,,,
1196,0.0276,,,,,,
1197,0.02723,,,,,,
1198,0.02644,,,,,,
1199,0.02522,,,,,,
1200,0.02358,,,,,,
1201,0.0225,,,,,,
1202,0.0197,,,,,,
1203,0.02341,,,,,,
1204,0.02558,,,,,,
1205,0.02643,,,,,,
1206,0.03079,,,,,,
1207,0.02817,,,,,,
1208,0.03814,,,,,,
1209,0.02847,,,,,,
1210,0.02619,,,,,,
1211,0.02761,,,,,,
1212,0.02673,,,,,,
1213,0.02319,,,,,,
1214,0.02176,,,,,,
1215,0.02096,,,,,,
1216,0.02319,,,,,,
1217,0.02564,,,,,,
1218,0.02717,,,,,,
1219,0.02847,,,,,,
1220,0.02819,,,,,,
1221,0.02795,,,,,,
1222,0.02759,,,,,,
1223,0.02661,,,,,,
1224,0.02631,,,,,,
1225,0.02799,,,,,,
1226,0.029,,,,,,
1227,0.02842,,,,,,
1228,0.0431,,,,,,
1229,0.02869,,,,,,
1230,0.03071,,,,,,
1231,0.03019,,,,,,
1232,0.03349,,,,,,
1233,0.02845,,,,,,
1234,0.02804,,,,,,
1235,0.02772,,,,,,
1236,0.02676,,,,,,
1237,0.02521,,,,,,
1238,0.00012,,,,,,
1239,0.02543,,,,,,
1240,0.02728,,,,,,
1241,0.02698,,,,,,
1242,0.02779,,,,,,
1243,0.02811,,,,,,
1244,0.03001,,,,,,
1245,0.02771,,,,,,
1246,0.02763,,,,,,
1247,0.02728,,,,,,
1248,0.02676,,,,,,
1249,0.02565,,,,,,
1250,0.02657,,,,,,
1251,0.02667,,,,,,
1252,0.02763,,,,,,
1253,0.02975,,,,,,
1254,0.02771,,,,,,
1255,0.02839,,,,,,
1256,0.06397,,,,,,
1257,0.02806,,,,,,
1258,0.02676,,,,,,
1259,0.02717,,,,,,
1260,0.02619,,,,,,
1261,0.02564,,,,,,
1262,0.02726,,,,,,
1263,0.02761,,,,,,
1264,0.02771,,,,,,
1265,0.02838,,,,,,
1266,0.02819,,,,,,
1267,0.02839,,,,,,
1268,0.02811,,,,,,
1269,0.0277,,,,,,
1270,0.02722,,,,,,
1271,0.02565,,,,,,
1272,0.02218,,,,,,
1273,0.02807,,,,,,
1274,0.02955,,,,,,
1275,0.02779,,,,,,
1276,0.02831,,,,,,
1277,0.02819,,,,,,
1278,0.02936,,,,,,
1279,0.03067,,,,,,
1280,0.03253,,,,,,
1281,0.02867,,,,,,
1282,0.02739,,,,,,
1283,0.02661,,,,,,
1284,0.02314,,,,,,
1285,0.0001,,,,,,
1286,0.00009,,,,,,
1287,0.00009,,,,,,
1288,0.00008,,,,,,
1289,0.01634,,,,,,
1290,0.02516,,,,,,
1291,0.02616,,,,,,
1292,0.02811,,,,,,
1293,0.02778,,,,,,
1294,0.0276,,,,,,
1295,0.02676,,,,,,
1296,0.02705,,,,,,
1297,0.02762,,,,,,
1298,0.02688,,,,,,
1299,0.02705,,,,,,
1300,0.02705,,,,,,
1301,0.02783,,,,,,
1302,0.02872,,,,,,
1303,0.03178,,,,,,
1304,0.02882,,,,,,
1305,0.02858,,,,,,
1306,0.02769,,,,,,
1307,0.02705,,,,,,
1308,0.02605,,,,,,
1309,0.02438,,,,,,
1310,0.0232,,,,,,
1311,0.02334,,,,,,
1312,0.02511,,,,,,
1313,0.0276,,,,,,
1314,0.02804,,,,,,
1315,0.02726,,,,,,
1316,0.02771,,,,,,
1317,0.02742,,,,,,
1318,0.02054,,,,,,
1319,0.01924,,,,,,
1320,0.02054,,,,,,
1321,0.01781,,,,,,
1322,0.01662,,,,,,
1323,0.01741,,,,,,
1324,0.01598,,,,,,
1325,0.01627,,,,,,
1326,0.01741,,,,,,
1327,0.01855,,,,,,
1328,0.02103,,,,,,
1329,0.01926,,,,,,
1330,0.01597,,,,,,
1331,0.01634,,,,,,
1332,0.00009,,,,,,
1333,0.00008,,,,,,
1334,0.00008,,,,,,
1335,0.00008,,,,,,
1336,0.01598,,,,,,
1337,0.0164,,,,,,
1338,0.02563,,,,,,
1339,0.0281,,,,,,
1340,0.02812,,,,,,
1341,0.02813,,,,,,
1342,0.02759,,,,,,
1343,0.02638,,,,,,
1344,0.0259,,,,,,
1345,0.02446,,,,,,
1346,0.0232,,,,,,
1347,0.02438,,,,,,
1348,0.02531,,,,,,
1349,0.02759,,,,,,
1350,0.02769,,,,,,
1351,0.04111,,,,,,
1352,0.03681,,,,,,
1353,0.02565,,,,,,
1354,0.01771,,,,,,
1355,0.02543,,,,,,
1356,0.03411,,,,,,
1357,0.02778,,,,,,
1358,0.0276,,,,,,
1359,0.02499,,,,,,
1360,0.02438,,,,,,
1361,0.0232,,,,,,
1362,0.01752,,,,,,
1363,0.02564,,,,,,
1364,0.02532,,,,,,
1365,0.02035,,,,,,
1366,0.01924,,,,,,
1367,0.01831,,,,,,
1368,0.01924,,,,,,
1369,0.01882,,,,,,
1370,0.01809,,,,,,
1371,0.01815,,,,,,
1372,0.01741,,,,,,
1373,0.01634,,,,,,
1374,0.01741,,,,,,
1375,0.01894,,,,,,
1376,0.02439,,,,,,
1377,0.02017,,,,,,
1378,0.02093,,,,,,
1379,0.02034,,,,,,
1380,0.019,,,,,,
1381,0.02561,,,,,,
1382,0.0276,,,,,,
1383,0.0276,,,,,,
1384,0.02816,,,,,,
1385,0.02796,,,,,,
1386,0.02821,,,,,,
1387,0.0282,,,,,,
1388,0.02838,,,,,,
1389,0.02842,,,,,,
1390,0.02813,,,,,,
1391,0.02759,,,,,,
1392,0.02759,,,,,,
1393,0.02617,,,,,,
1394,0.02563,,,,,,
1395,0.02522,,,,,,
1396,0.02564,,,,,,
1397,0.02565,,,,,,
1398,0.02522,,,,,,
1399,0.02608,,,,,,
1400,0.02769,,,,,,
1401,0.02693,,,,,,
1402,0.01831,,,,,,
1403,0.01772,,,,,,
1404,0.01662,,,,,,
1405,0.00011,,,,,,
1406,0.00011,,,,,,
1407,0.00009,,,,,,
1408,0.01741,,,,,,
1409,0.01761,,,,,,
1410,0.01893,,,,,,
1411,0.01835,,,,,,
1412,0.01989,,,,,,
1413,0.02094,,,,,,
1414,0.02131,,,,,,
1415,0.0259,,,,,,
1416,0.02565,,,,,,
1417,0.02472,,,,,,
1418,0.02531,,,,,,
1419,0.02558,,,,,,
1420,0.02429,,,,,,
1421,0.0232,,,,,,
1422,0.0246,,,,,,
1423,0.03205,,,,,,
1424,0.02759,,,,,,
1425,0.02617,,,,,,
1426,0.02617,,,,,,
1427,0.02506,,,,,,
1428,0.02445,,,,,,
1429,0.02105,,,,,,
1430,0.02143,,,,,,
1431,0.00008,,,,,,
1432,0.02281,,,,,,
1433,0.00008,,,,,,
1434,0.02245,,,,,,
1435,0.02471,,,,,,
1436,0.02688,,,,,,
1437,0.02557,,,,,,
1438,0.02717,,,,,,
1439,0.02791,,,,,,
1440,0.02749,,,,,,
1441,0.02699,,,,,,
1442,0.02772,,,,,,
1443,0.04714,,,,,,
1444,0.02566,,,,,,
1445,0.02612,,,,,,
1446,0.02537,,,,,,
1447,0.02468,,,,,,
1448,0.02566,,,,,,
1449,0.02746,,,,,,
1450,0.02468,,,,,,
1451,0.02053,,,,,,
1452,0.00008,,,,,,
1453,0.00008,,,,,,
1454,0.00008,,,,,,
1455,0.01609,,,,,,
1456,0.01823,,,,,,
1457,0.01833,,,,,,
1458,0.01794,,,,,,
1459,0.01926,,,,,,
1460,0.02565,,,,,,
1461,0.02428,,,,,,
1462,0.02911,,,,,,
1463,0.01823,,,,,,
1464,0.02428,,,,,,
1465,0.02434,,,,,,
1466,0.02561,,,,,,
1467,0.02471,,,,,,
1468,0.02471,,,,,,
1469,0.02465,,,,,,
1470,0.02565,,,,,,
1471,0.02565,,,,,,
1472,0.02711,,,,,,
1473,0.0272,,,,,,
1474,0.02757,,,,,,
1475,0.0249,,,,,,
1476,0.02429,,,,,,
1477,0.0249,,,,,,
1478,0.02721,,,,,,
1479,0.02688,,,,,,
1480,0.02771,,,,,,
1481,0.02714,,,,,,
1482,0.02742,,,,,,
1483,0.02725,,,,,,
1484,0.02813,,,,,,
1485,0.02812,,,,,,
1486,0.02759,,,,,,
1487,0.02667,,,,,,
1488,0.02717,,,,,,
1489,0.02628,,,,,,
1490,0.02107,,,,,,
1491,0.02192,,,,,,
1492,0.02374,,,,,,
1493,0.02468,,,,,,
1494,0.02496,,,,,,
1495,0.02714,,,,,,
1496,0.02685,,,,,,
1497,0.02663,,,,,,
1498,0.0249,,,,,,
1499,0.02468,,,,,,
1500,0.02434,,,,,,
1501,0.00012,,,,,,
1502,0.0206,,,,,,
1503,0.0232,,,,,,
1504,0.02321,,,,,,
1505,0.02468,,,,,,
1506,0.02434,,,,,,
1507,0.02529,,,,,,
1508,0.02612,,,,,,
1509,0.02542,,,,,,
1510,0.01928,,,,,,
1511,0.01853,,,,,,
1512,0.01742,,,,,,
1513,0.01635,,,,,,
1514,0.01452,,,,,,
1515,0.00011,,,,,,
1516,0.01524,,,,,,
1517,0.01452,,,,,,
1518,0.01602,,,,,,
1519,0.01824,,,,,,
1520,0.02384,,,,,,
1521,0.01869,,,,,,
1522,0.01855,,,,,,
1523,0.01685,,,,,,
1524,0.01524,,,,,,
1525,0.00008,,,,,,
1526,0.00008,,,,,,
1527,0.00008,,,,,,
1528,0.00008,,,,,,
1529,0.01742,,,,,,
1530,0.01763,,,,,,
1531,0.01823,,,,,,
1532,0.01855,,,,,,
1533,0.03059,,,,,,
1534,0.04115,,,,,,
1535,0.01932,,,,,,
1536,0.01742,,,,,,
1537,0.0232,,,,,,
1538,0.02253,,,,,,
1539,0.0232,,,,,,
1540,0.0232,,,,,,
1541,0.02325,,,,,,
1542,0.02496,,,,,,
1543,0.02496,,,,,,
1544,0.02751,,,,,,
1545,0.02565,,,,,,
1546,0.02508,,,,,,
1547,0.02464,,,,,,
1548,0.02105,,,,,,
1549,0.02281,,,,,,
1550,0.02258,,,,,,
1551,0.01853,,,,,,
1552,0.02465,,,,,,
1553,0.02586,,,,,,
1554,0.02722,,,,,,
1555,0.02718,,,,,,
1556,0.0272,,,,,,
1557,0.02796,,,,,,
1558,0.02688,,,,,,
1559,0.02518,,,,,,
1560,0.02473,,,,,,
1561,0.02566,,,,,,
1562,0.02114,,,,,,
1563,0.00012,,,,,,
1564,0.02102,,,,,,
1565,0.00008,,,,,,
1566,0.00008,,,,,,
1567,0.01824,,,,,,
1568,0.09937,,,,,,
1569,0.01609,,,,,,
1570,0.00008,,,,,,
1571,0.00008,,,,,,
1572,0.00008,,,,,,
1573,0.00008,,,,,,
1574,0.00008,,,,,,
1575,0.00008,,,,,,
1576,0.00008,,,,,,
1577,0.01853,,,,,,
1578,0.02054,,,,,,
1579,0.02013,,,,,,
1580,0.02842,,,,,,
1581,0.02119,,,,,,
1582,0.02022,,,,,,
1583,0.01977,,,,,,
1584,0.01788,,,,,,
1585,0.00009,,,,,,
1586,0.02105,,,,,,
1587,0.02498,,,,,,
1588,0.02685,,,,,,
1589,0.02711,,,,,,
1590,0.02721,,,,,,
1591,0.02894,,,,,,
1592,0.02716,,,,,,
1593,0.03982,,,,,,
1594,0.03583,,,,,,
1595,0.02845,,,,,,
1596,0.02032,,,,,,
1597,0.00009,,,,,,
1598,0.00008,,,,,,
1599,0.00008,,,,,,
1600,0.01823,,,,,,
1601,0.01975,,,,,,
1602,0.02022,,,,,,
1603,0.02039,,,,,,
1604,0.0272,,,,,,
1605,0.02755,,,,,,
1606,0.03168,,,,,,
1607,0.02824,,,,,,
1608,0.02771,,,,,,
1609,0.0282,,,,,,
1610,0.02721,,,,,,
1611,0.02824,,,,,,
1612,0.03004,,,,,,
1613,0.02755,,,,,,
1614,0.0275,,,,,,
1615,0.02708,,,,,,
1616,0.02749,,,,,,
1617,0.02608,,,,,,
1618,0.02774,,,,,,
1619,0.0256,,,,,,
1620,0.02542,,,,,,
1621,0.00008,,,,,,
1622,0.00008,,,,,,
1623,0.00008,,,,,,
1624,0.00008,,,,,,
1625,0.00008,,,,,,
1626,0.00008,,,,,,
1627,0.02345,,,,,,
1628,0.02868,,,,,,
1629,0.02618,,,,,,
1630,0.02542,,,,,,
1631,0.00012,,,,,,
1632,0.00011,,,,,,
1633,0.00008,,,,,,
1634,0.00008,,,,,,
1635,0.00008,,,,,,
1636,0.00008,,,,,,
1637,0.00008,,,,,,
1638,0.00008,,,,,,
1639,0.00008,,,,,,
1640,0.00009,,,,,,
1641,0.00008,,,,,,
1642,0.01547,,,,,,
1643,0.00008,,,,,,
1644,0.00008,,,,,,
1645,0.00008,,,,,,
1646,0.00008,,,,,,
1647,0.00008,,,,,,
1648,0.00008,,,,,,
1649,0.02305,,,,,,
1650,0.02582,,,,,,
1651,0.03116,,,,,,
1652,0.02702,,,,,,
1653,0.02121,,,,,,
1654,0.01823,,,,,,
1655,0.01793,,,,,,
1656,0.00011,,,,,,
1657,0.00008,,,,,,
1658,0.01432,,,,,,
1659,0.01432,,,,,,
1660,0.02428,,,,,,
1661,0.02496,,,,,,
1662,0.0267,,,,,,
1663,0.02797,,,,,,
1664,0.02908,,,,,,
1665,0.02582,,,,,,
1666,0.02531,,,,,,
1667,0.02428,,,,,,
1668,0.02428,,,,,,
1669,0.02473,,,,,,
1670,0.02549,,,,,,
1671,0.02483,,,,,,
1672,0.02633,,,,,,
1673,0.02725,,,,,,
1674,0.02798,,,,,,
1675,0.02844,,,,,,
1676,0.0301,,,,,,
1677,0.03025,,,,,,
1678,0.02892,,,,,,
1679,0.02828,,,,,,
1680,0.02767,,,,,,
1681,0.02582,,,,,,
1682,0.02345,,,,,,
1683,0.02151,,,,,,
1684,0.02029,,,,,,
1685,0.02143,,,,,,
1686,0.02281,,,,,,
1687,0.02542,,,,,,
1688,0.02646,,,,,,
1689,0.02565,,,,,,
1690,0.02529,,,,,,
1691,0.02253,,,,,,
1692,0.02496,,,,,,
1693,0.02532,,,,,,
1694,0.02368,,,,,,
1695,0.02385,,,,,,
1696,0.02526,,,,,,
1697,0.02496,,,,,,
1698,0.02542,,,,,,
1699,0.02708,,,,,,
1700,0.02607,,,,,,
1701,0.02634,,,,,,
1702,0.02531,,,,,,
1703,0.01853,,,,,,
1704,0.01824,,,,,,
1705,0.01524,,,,,,
1706,0.01432,,,,,,
1707,0.00009,,,,,,
1708,0.01686,,,,,,
1709,0.01833,,,,,,
1710,0.02054,,,,,,
1711,0.01945,,,,,,
1712,0.02035,,,,,,
1713,0.01833,,,,,,
1714,0.01788,,,,,,
1715,0.01712,,,,,,
1716,0.0176,,,,,,
1717,0.01722,,,,,,
1718,0.01671,,,,,,
1719,0.01761,,,,,,
1720,0.01882,,,,,,
1721,0.01868,,,,,,
1722,0.01874,,,,,,
1723,0.02723,,,,,,
1724,0.02627,,,,,,
1725,0.02098,,,,,,
1726,0.03089,,,,,,
1727,0.02635,,,,,,
1728,0.02345,,,,,,
1729,0.02326,,,,,,
1730,0.02345,,,,,,
1731,0.02468,,,,,,
1732,0.0259,,,,,,
1733,0.02469,,,,,,
1734,0.02728,,,,,,
1735,0.02828,,,,,,
1736,0.03092,,,,,,
1737,0.02786,,,,,,
1738,0.02688,,,,,,
1739,0.02525,,,,,,
1740,0.02244,,,,,,
1741,0.02468,,,,,,
1742,0.02281,,,,,,
1743,0.02537,,,,,,
1744,0.02582,,,,,,
1745,0.02691,,,,,,
1746,0.02696,,,,,,
1747,0.02714,,,,,,
1748,0.02721,,,,,,
1749,0.02631,,,,,,
1750,0.02542,,,,,,
1751,0.02507,,,,,,
1752,0.02609,,,,,,
1753,0.02468,,,,,,
1754,0.02631,,,,,,
1755,0.0267,,,,,,
1756,0.0267,,,,,,
1757,0.02688,,,,,,
1758,0.02734,,,,,,
1759,0.03184,,,,,,
1760,0.02727,,,,,,
1761,0.02887,,,,,,
1762,0.03226,,,,,,
1763,0.02697,,,,,,
1764,0.02572,,,,,,
1765,0.02468,,,,,,
1766,0.02133,,,,,,
1767,0.02387,,,,,,
1768,0.02442,,,,,,
1769,0.02532,,,,,,
1770,0.02526,,,,,,
1771,0.02537,,,,,,
1772,0.02714,,,,,,
1773,0.03112,,,,,,
1774,0.0357,,,,,,
1775,0.02791,,,,,,
1776,0.02795,,,,,,
1777,0.0282,,,,,,
1778,0.02705,,,,,,
1779,0.02828,,,,,,
1780,0.02961,,,,,,
1781,0.02817,,,,,,
1782,0.02886,,,,,,
1783,0.02825,,,,,,
1784,0.02761,,,,,,
1785,0.0269,,,,,,
1786,0.02638,,,,,,
1787,0.02593,,,,,,
1788,0.02483,,,,,,
1789,0.02431,,,,,,
1790,0.00012,,,,,,
1791,0.00008,,,,,,
1792,0.01907,,,,,,
1793,0.02496,,,,,,
1794,0.02692,,,,,,
1795,0.02639,,,,,,
1796,0.0273,,,,,,
1797,0.02699,,,,,,
1798,0.02728,,,,,,
1799,0.02817,,,,,,
1800,0.0276,,,,,,
1801,0.02713,,,,,,
1802,0.02822,,,,,,
1803,0.02759,,,,,,
1804,0.02685,,,,,,
1805,0.02721,,,,,,
1806,0.0276,,,,,,
1807,0.02782,,,,,,
1808,0.02925,,,,,,
1809,0.02918,,,,,,
1810,0.02973,,,,,,
1811,0.02761,,,,,,
1812,0.02714,,,,,,
1813,0.02428,,,,,,
1814,0.02105,,,,,,
1815,0.00011,,,,,,
1816,0.00011,,,,,,
1817,0.02105,,,,,,
1818,0.02429,,,,,,
1819,0.02431,,,,,,
1820,0.02565,,,,,,
1821,0.02531,,,,,,
1822,0.02741,,,,,,
1823,0.02746,,,,,,
1824,0.02896,,,,,,
1825,0.02856,,,,,,
1826,0.02909,,,,,,
1827,0.02806,,,,,,
1828,0.02688,,,,,,
1829,0.02608,,,,,,
1830,0.02586,,,,,,
1831,0.02759,,,,,,
1832,0.02646,,,,,,
1833,0.01926,,,,,,
1834,0.01881,,,,,,
1835,0.01547,,,,,,
1836,0.00008,,,,,,
1837,0.00008,,,,,,
1838,0.00008,,,,,,
1839,0.00008,,,,,,
1840,0.00008,,,,,,
1841,0.01685,,,,,,
1842,0.01524,,,,,,
1843,0.01769,,,,,,
1844,0.02149,,,,,,
1845,0.02083,,,,,,
1846,0.02639,,,,,,
1847,0.02705,,,,,,
1848,0.02746,,,,,,
1849,0.02695,,,,,,
1850,0.02596,,,,,,
1851,0.02672,,,,,,
1852,0.02746,,,,,,
1853,0.04087,,,,,,
1854,0.04867,,,,,,
1855,0.03642,,,,,,
1856,0.02794,,,,,,
1857,0.02873,,,,,,
1858,0.02676,,,,,,
1859,0.02596,,,,,,
1860,0.0412,,,,,,
1861,0.05895,,,,,,
1862,0.02664,,,,,,
1863,0.02617,,,,,,
1864,0.02685,,,,,,
1865,0.02642,,,,,,
1866,0.02634,,,,,,
1867,0.02667,,,,,,
1868,0.02961,,,,,,
1869,0.02838,,,,,,
1870,0.02755,,,,,,
1871,0.02644,,,,,,
1872,0.02697,,,,,,
1873,0.02669,,,,,,
1874,0.02707,,,,,,
1875,0.02755,,,,,,
1876,0.02694,,,,,,
1877,0.0272,,,,,,
1878,0.02835,,,,,,
1879,0.02965,,,,,,
1880,0.02928,,,,,,
1881,0.02105,,,,,,
1882,0.02336,,,,,,
1883,0.02345,,,,,,
1884,0.0258,,,,,,
1885,0.01933,,,,,,
1886,0.02143,,,,,,
1887,0.02537,,,,,,
1888,0.02693,,,,,,
1889,0.02483,,,,,,
1890,0.02707,,,,,,
1891,0.02822,,,,,,
1892,0.02894,,,,,,
1893,0.02717,,,,,,
1894,0.02714,,,,,,
1895,0.02663,,,,,,
1896,0.02685,,,,,,
1897,0.02694,,,,,,
1898,0.0282,,,,,,
1899,0.02756,,,,,,
1900,0.02602,,,,,,
1901,0.02582,,,,,,
1902,0.0259,,,,,,
1903,0.02615,,,,,,
1904,0.02693,,,,,,
1905,0.02258,,,,,,
1906,0.02105,,,,,,
1907,0.0001,,,,,,
1908,0.00008,,,,,,
1909,0.02166,,,,,,
1910,0.00008,,,,,,
1911,0.02288,,,,,,
1912,0.02105,,,,,,
1913,0.02263,,,,,,
1914,0.02355,,,,,,
1915,0.02631,,,,,,
1916,0.02881,,,,,,
1917,0.02824,,,,,,
1918,0.02888,,,,,,
1919,0.02812,,,,,,
1920,0.02721,,,,,,
1921,0.02669,,,,,,
1922,0.02669,,,,,,
1923,0.02522,,,,,,
1924,0.02563,,,,,,
1925,0.02521,,,,,,
1926,0.02537,,,,,,
1927,0.02621,,,,,,
1928,0.02635,,,,,,
1929,0.02526,,,,,,
1930,0.02526,,,,,,
1931,0.02468,,,,,,
1932,0.02263,,,,,,
1933,0.0206,,,,,,
1934,0.00009,,,,,,
1935,0.00009,,,,,,
1936,0.02143,,,,,,
1937,0.02245,,,,,,
1938,0.02542,,,,,,
1939,0.02874,,,,,,
1940,0.02756,,,,,,
1941,0.02756,,,,,,
1942,0.02756,,,,,,
1943,0.02753,,,,,,
1944,0.0269,,,,,,
1945,0.02468,,,,,,
1946,0.02434,,,,,,
1947,0.02428,,,,,,
1948,0.02428,,,,,,
1949,0.02383,,,,,,
1950,0.02591,,,,,,
1951,0.02634,,,,,,
1952,0.0436,,,,,,
1953,0.02345,,,,,,
1954,0.02648,,,,,,
1955,0.0274,,,,,,
1956,0.02687,,,,,,
1957,0.02357,,,,,,
1958,0.02029,,,,,,
1959,0.00009,,,,,,
1960,0.00008,,,,,,
1961,0.01713,,,,,,
1962,0.01833,,,,,,
1963,0.02562,,,,,,
1964,0.02717,,,,,,
1965,0.02003,,,,,,
1966,0.01904,,,,,,
1967,0.01904,,,,,,
1968,0.02766,,,,,,
1969,0.0338,,,,,,
1970,0.02144,,,,,,
1971,0.01723,,,,,,
1972,0.00011,,,,,,
1973,0.00012,,,,,,
1974,0.00011,,,,,,
1975,0.01712,,,,,,
1976,0.0174,,,,,,
1977,0.00011,,,,,,
1978,0.00011,,,,,,
1979,0.00008,,,,,,
1980,0.00008,,,,,,
1981,0.00015,,,,,,
1982,0.00012,,,,,,
1983,0.00015,,,,,,
1984,0.00011,,,,,,
1985,0.00012,,,,,,
1986,0.01581,,,,,,
1987,0.01717,,,,,,
1988,0.01805,,,,,,
1989,0.02943,,,,,,
1990,0.06697,,,,,,
1991,0.01807,,,,,,
1992,0.01632,,,,,,
1993,0.02105,,,,,,
1994,0.02173,,,,,,
1995,0.02166,,,,,,
1996,0.02468,,,,,,
1997,0.02419,,,,,,
1998,0.02542,,,,,,
1999,0.02776,,,,,,
2000,0.02633,,,,,,
2001,0.02646,,,,,,
2002,0.02635,,,,,,
2003,0.02534,,,,,,
2004,0.02336,,,,,,
2005,0.00012,,,,,,
2006,0.02008,,,,,,
2007,0.02279,,,,,,
2008,0.02567,,,,,,
2009,0.02635,,,,,,
2010,0.02797,,,,,,
2011,0.02721,,,,,,
2012,0.02782,,,,,,
2013,0.02781,,,,,,
2014,0.02813,,,,,,
2015,0.02749,,,,,,
2016,0.02797,,,,,,
2017,0.0261,,,,,,
2018,0.02542,,,,,,
2019,0.0259,,,,,,
2020,0.02607,,,,,,
2021,0.02602,,,,,,
2022,0.02615,,,,,,
2023,0.02685,,,,,,
2024,0.02769,,,,,,
2025,0.02772,,,,,,
2026,0.02694,,,,,,
2027,0.02599,,,,,,
2028,0.02529,,,,,,
2029,0.02133,,,,,,
2030,0.00011,,,,,,
2031,0.00008,,,,,,
2032,0.01524,,,,,,
2033,0.01823,,,,,,
2034,0.02428,,,,,,
2035,0.02715,,,,,,
2036,0.02636,,,,,,
2037,0.02797,,,,,,
2038,0.02483,,,,,,
2039,0.02586,,,,,,
2040,0.02542,,,,,,
2041,0.02602,,,,,,
2042,0.02385,,,,,,
2043,0.02505,,,,,,
2044,0.02732,,,,,,
2045,0.02714,,,,,,
2046,0.02696,,,,,,
2047,0.02726,,,,,,
2048,0.0272,,,,,,
2049,0.02531,,,,,,
2050,0.02468,,,,,,
2051,0.00011,,,,,,
2052,0.01432,,,,,,
2053,0.01609,,,,,,
2054,0.01761,,,,,,
2055,0.01801,,,,,,
2056,0.00011,,,,,,
2057,0.0177,,,,,,
2058,0.0179,,,,,,
2059,0.0224,,,,,,
2060,0.02705,,,,,,
2061,0.03789,,,,,,
2062,0.02249,,,,,,
2063,0.01853,,,,,,
2064,0.01672,,,,,,
2065,0.02015,,,,,,
2066,0.00015,,,,,,
2067,0.00019,,,,,,
2068,0.0003,,,,,,
